Time,1,2,3,4,5,6,7,8,9,10,Average
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.71900000000002,15893679.0,5652504.0,2726999.5714285714,2281861.3333333335,1624621.9285714286,1567218.8,1432042.7647058824,1825669.75,1929052.9090909092,3604853.4,3853850.345713012
210.852,15969699.0,11305008.0,5453999.142857143,4563722.666666667,3249243.8571428573,3134437.6,2864085.529411765,3651339.5,3858105.8181818184,7209706.8,6125934.791426024
224.446,17391761.11764706,16957512.0,8180998.714285715,6845584.0,4873865.785714285,4701656.4,4296128.294117647,5477009.25,5787158.7272727275,10814560.2,8532623.448903745
224.613,18813823.23529412,16957512.0,10907998.285714285,9127445.333333334,6498487.714285715,6268875.2,5728171.05882353,7302679.0,7716211.636363637,14419413.6,10374061.706381463
238.361,20235885.352941178,18449504.0625,13634997.857142856,11409306.666666668,8123109.642857144,7836094.0,7160213.823529412,9128348.75,9645264.545454547,18024267.0,12364699.17010918
238.505,21657947.470588237,19941496.125,16361997.42857143,13691168.0,9747731.57142857,9403312.8,8592256.588235294,10954018.5,11574317.454545455,18024267.0,13994851.293836897
252.74400000000003,23080009.588235296,21433488.1875,19088997.0,15973029.333333334,11372353.5,10970531.6,10024299.352941178,12779688.25,13503370.363636363,19535320.3125,15776108.748814618
252.887,24502071.70588235,22925480.25,19089222.0,18254890.666666668,12996975.42857143,12537750.4,11456342.11764706,14605358.0,15432423.272727273,21046373.625,17284688.74664948
271.362,25924133.82352941,24417472.3125,20605012.5,20536752.0,14621597.357142858,14104969.200000001,12888384.88235294,16431027.75,17361476.181818184,22557426.9375,18944825.29448434
271.531,27346195.94117647,25909464.375,22120803.0,20536752.0,16246219.285714287,15672188.0,14320427.647058824,18256697.5,19290529.090909094,24068480.25,20376775.70898587
280.433,28768258.05882353,27401456.4375,23636593.5,22014490.3125,17870841.214285716,17239406.8,15752470.411764707,20082367.25,21219582.0,25579533.5625,21956499.954737395
288.822,30190320.17647059,28893448.5,25152384.0,23492228.625,19495463.14285714,18806625.6,17184513.17647059,21908037.0,22646195.11764706,27090586.875,23485980.221344538
288.99,31612382.294117644,30385440.5625,26668174.5,24969966.9375,21120085.07142857,20373844.400000002,18616555.94117647,21908037.0,24072808.23529412,28601640.1875,24832893.51295168
301.077,33034444.411764704,31877432.625,28183965.0,26447705.25,22744707.0,21941063.2,20048598.705882356,23343514.23529412,25499421.352941178,30112693.5,26323354.528088238
309.77099999999996,34456506.52941176,33369424.6875,29699755.5,27925443.5625,24189180.88235294,23508282.0,21480641.470588237,24778991.470588237,26926034.470588237,31623746.8125,27795800.738602944
309.941,35878568.64705882,34861416.75,31215546.0,29403181.875,25633654.76470588,23508507.0,22912684.23529412,26214468.70588235,28352647.588235296,33134800.125,29111547.569117643
320.943,37300630.76470588,36353408.8125,32731336.5,30880920.1875,27078128.647058822,25048053.75,24344727.0,27649945.94117647,29779260.70588235,34645853.4375,30581226.574632354
321.084,38722692.88235294,37845400.875,34247127.0,32358658.5,28522602.529411763,26587600.5,24344727.0,29085423.17647059,31205873.82352941,36156906.75,31907701.303676475
529.104,40144755.0,39337392.9375,35762917.5,33836396.8125,29967076.411764704,28127147.25,25888983.0,30520900.411764704,32632486.94117647,37667960.0625,33388601.63272059
537.8009999999999,41568174.333333336,40829385.0,37278708.0,35314135.125,31411550.29411765,29666694.0,27433239.0,31956377.647058822,34059100.058823526,39179013.375,34869637.68333333
537.918,42991593.666666664,40829385.0,38794498.5,36791873.4375,32856024.17647059,31206240.75,28977495.0,33391854.88235294,35485713.17647059,40690066.6875,36201474.52769608
556.197,44415013.0,42269710.166666664,40310289.0,38269611.75,34300498.058823526,32745787.5,30521751.0,34827332.11764706,36912326.294117644,42201120.0,37677343.88872549
556.278,45838432.333333336,43710035.333333336,41826079.5,39747350.0625,35744971.941176474,34285334.25,32066007.0,36262809.35294118,38338939.4117647,42201120.0,39002107.9185049
571.369,47261851.666666664,45150360.5,43341870.0,41225088.375,37189445.82352941,35824881.0,33610263.0,37698286.58823529,39765552.52941176,43624539.333333336,40469213.88161765
571.5509999999999,48685271.0,46590685.666666664,43341870.0,42702826.6875,38633919.705882356,37364427.75,35154519.0,39133763.82352941,41192165.64705882,45047958.666666664,41784740.794730395
582.7,50108690.33333333,48031010.833333336,44773706.166666664,44180565.0,40078393.5882353,38903974.5,36698775.0,40569241.058823526,42618778.76470588,46471378.0,43243451.3245098
582.78,51532109.666666664,49471336.0,46205542.333333336,44256585.0,41522867.47058824,40443521.25,38243031.0,42004718.294117644,44045391.88235294,47894797.333333336,44561990.023039214
599.554,52955529.0,50911661.16666667,47637378.5,45713761.166666664,42967341.35294118,41983068.0,39787287.0,43440195.52941176,45472005.0,49318216.666666664,46018644.3382353
599.633,54378948.33333333,52351986.333333336,49069214.666666664,47170937.333333336,44411815.23529412,43522614.75,41331543.0,44875672.76470588,45472005.0,50741636.0,47332637.34166666
610.366,55802367.666666664,53792311.5,50501050.833333336,48628113.5,45856289.11764706,45062161.5,42875799.0,46311150.0,46924957.833333336,52165055.33333333,48791925.628431365
623.445,57225787.0,55232636.66666667,51932887.0,50085289.666666664,47300763.0,46601708.25,44420055.0,47675521.89473684,48377910.666666664,53588474.666666664,50244103.38114035
634.302,58649206.33333333,56672961.833333336,53364723.16666667,51542465.833333336,48649154.21052632,48141255.0,45964311.0,49039893.78947368,49830863.5,55011894.0,51686672.86666666
634.433,60072625.666666664,58113287.0,54796559.333333336,52999642.0,49997545.421052635,48141255.0,47508567.0,50404265.684210524,51283816.333333336,56435313.33333333,52975287.67719298
646.053,61496045.0,59553612.16666667,56228395.5,54456818.16666667,51345936.631578945,49573053.666666664,49052823.0,51768637.578947365,52736769.166666664,57858732.666666664,54407082.35438597
646.131,62919464.33333333,60993937.333333336,57660231.66666667,55913994.333333336,52694327.84210526,51004852.333333336,49052823.0,53133009.47368421,54189722.0,59282152.0,55684451.43157895
658.8380000000001,64342883.666666664,62434262.5,59092067.833333336,57371170.5,54042719.05263158,52436651.0,50042883.0,54497381.36842105,55642674.83333333,60705571.33333333,57060826.50877193
866.6010000000001,65766303.0,63874587.66666667,60523904.0,58828346.66666667,55391110.2631579,53868449.666666664,51505243.76470588,55861753.2631579,57095627.666666664,62128990.666666664,58484431.66243551
866.697,65766303.0,65314912.833333336,61955740.16666667,60285522.833333336,56739501.47368421,55300248.333333336,52967604.52941176,57226125.15789474,58548580.5,63552410.0,59765694.88276573
879.454,67339094.625,66755238.0,63387576.333333336,61742699.0,58087892.684210524,56732047.0,54429965.294117644,58590497.05263158,60001533.33333333,64975829.33333333,61204237.26559599
879.613,68911886.25,66755238.0,64819412.5,63199875.16666667,59436283.89473684,58163845.66666667,55892326.058823526,59954868.94736842,61454486.166666664,66399248.666666664,62498747.13175954
893.765,70484677.875,68342359.3125,66251248.66666667,64657051.333333336,60784675.10526316,59595644.333333336,57354686.823529415,61319240.84210526,62907439.0,67822668.0,63951969.129173115
893.8480000000001,72057469.5,69929480.625,67683084.83333334,66114227.5,62133066.315789476,61027443.0,58817047.5882353,62683612.7368421,64360391.83333333,67822668.0,65262849.19325336
910.799,73630261.125,71516601.9375,69114921.0,67571403.66666667,63481457.52631579,62459241.66666667,60279408.35294118,64047984.631578945,65813344.666666664,69395417.4375,66731004.201083586
910.878,75203052.75,73103723.25,69114921.0,69028579.83333334,64829848.7368421,63891040.333333336,61741769.11764706,65412356.52631579,67266297.5,70968166.875,68055975.59224716
928.439,76775844.375,74690844.5625,70673520.5625,70485756.0,66178239.94736842,65322839.0,63204129.88235294,66776728.421052635,68719250.33333333,72540916.3125,69536806.93966074
928.586,78348636.0,76277965.875,72232120.125,70485756.0,67526631.15789473,66754637.66666667,64666490.64705882,68141100.31578948,70172203.16666666,74113665.75,70871920.67040764
943.7810000000001,79921427.625,77865087.1875,73790719.6875,71996758.6875,68875022.36842105,68186436.33333334,66128851.41176471,69505472.21052632,71625156.0,75686415.1875,72358134.66990454
943.954,81494219.25,79452208.5,75349319.25,73507761.375,70223413.57894737,69618235.0,67591212.1764706,70869844.10526316,71625156.0,77259164.625,73699053.3860681
951.528,83067010.875,81039329.8125,76907918.8125,75018764.0625,71571804.78947368,71050033.66666667,69053572.94117647,72234216.0,73191295.2,78831914.0625,75196586.02223168
961.078,84639802.5,82626451.125,78466518.375,76529766.75,72920196.0,72481832.33333334,70515933.70588236,73800340.2,74757434.4,80404663.5,76714293.88892157
973.1619999999999,86212594.125,84213572.4375,80025117.9375,78040769.4375,74460884.2,73913631.0,71978294.47058824,75366464.4,76323573.6,81977412.9375,78251231.45455882
973.34,87785385.75,85800693.75,81583717.5,79551772.125,76001572.4,73913631.0,73440655.23529412,76932588.6,77889712.8,83550162.375,79644989.1535294
986.2669999999999,89358177.375,87387815.0625,83142317.0625,81062774.8125,77542260.6,75564464.78571428,74903016.0,78498712.8,79455852.0,85122911.8125,81203830.23107143
1197.589,90930969.0,88974936.375,84700916.625,82573777.5,79082948.8,77215298.57142857,76428545.2,80064837.0,81021991.2,86695661.25,82768988.15214285
1197.6760000000002,90930969.0,90562057.6875,86259516.1875,84084780.1875,80623637.0,78866132.35714285,77954074.4,81630961.2,82588130.4,88268410.6875,84176866.91071428
1213.183,92571029.35714285,92149179.0,87818115.75,85595782.875,82164325.2,80516966.14285715,79479603.6,83197085.4,84154269.6,89841160.125,85748751.70500001
1213.2730000000001,94211089.71428572,92149179.0,89376715.3125,87106785.5625,83705013.4,82167799.92857143,81005132.8,84763209.6,85720408.8,91413909.5625,87161924.3680357
1224.2939999999999,95851150.07142857,93767432.78571428,90935314.875,88617788.25,85245701.6,83818633.71428572,82530662.0,86329333.8,87286548.0,92986659.0,88736922.40964286
1224.374,97491210.42857143,95385686.57142857,92493914.4375,90128790.9375,86786389.8,85469467.5,84056191.2,87895458.0,88852687.2,92986884.0,90154668.00750001
1238.848,99131270.78571428,97003940.35714285,94052514.0,91639793.625,88327078.0,87120301.28571428,85581720.4,89461582.2,90418826.4,94615997.78571428,91735302.48392856
1238.9360000000001,100771331.14285713,98622194.14285715,94052514.0,93150796.3125,89867766.2,88771135.07142857,87107249.6,91027706.4,91984965.6,96245111.57142857,93160077.00410715
1246.116,102411391.5,100240447.92857143,95665321.71428572,94661799.0,91408454.4,90421968.85714285,88632778.8,92593830.6,93551104.8,97874225.35714285,94746132.29571427
1252.762,104051451.85714285,101858701.71428572,97278129.42857143,96207705.2,92949142.6,92072802.64285713,90158308.0,94159954.8,95117244.0,99503339.14285715,96335677.93857144
1260.437,105691512.21428572,103476955.5,98890937.14285715,97753611.4,94489830.8,93723636.42857143,91683837.2,95726079.0,96580700.4375,101132452.92857143,97914955.30517857
1264.596,107331572.57142857,105095209.28571428,100503744.85714285,99299517.6,96030519.0,95374470.21428572,93209366.4,97218127.3125,98044156.875,102761566.71428572,99486825.08303572
1276.833,108971632.92857143,106713463.07142857,102116552.57142857,100845423.8,97470579.35294117,97025304.0,94734895.6,98710175.625,99507613.3125,104390680.5,101048632.07618697
1276.913,110611693.28571428,108331716.85714285,103729360.28571428,102391330.0,98910639.70588236,97025304.0,96260424.8,100202223.9375,100971069.75,106019794.28571428,102445355.6907668
1287.76,112251753.64285713,109949970.64285713,105342168.0,103937236.2,100350700.05882353,98465350.94117647,97785954.0,101694272.25,102434526.1875,107648908.07142857,103986083.99946427
1499.1529999999998,113891814.0,111568224.42857143,106954975.71428572,105483142.4,101790760.41176471,99905397.88235295,99167140.16666667,103186320.5625,103897982.625,109278021.85714285,105512378.00482842
1499.271,113891814.0,113186478.21428572,108567783.42857143,107029048.6,103230820.76470588,101345444.8235294,100548326.33333333,104678368.875,105361439.0625,110907135.64285713,106874665.97447829
1510.829,115272945.16666667,114804732.0,110180591.14285715,108574954.8,104670881.11764705,102785491.76470588,101929512.5,106170417.1875,106824895.5,112536249.42857143,108375067.06079483
1510.914,116654076.33333333,114804732.0,111793398.85714287,110120861.0,106110941.47058824,104225538.70588236,103310698.66666667,107662465.5,108288351.9375,114165363.21428572,109713642.7685399
1524.3729999999998,118035207.5,116198600.5,113406206.57142857,111666767.2,107551001.8235294,105665585.64705883,104691884.83333333,109154513.8125,109751808.375,115794477.0,111191605.32628503
1524.493,119416338.66666667,117592469.0,115019014.28571428,113212673.4,108991062.1764706,107105632.58823529,106073071.0,110646562.125,111215264.8125,115794477.0,112506656.50545868
