Time,1,2,3,4,5,6,7,8,9,10,Average
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
210.69400000000002,15935970.0,5667725.0,2734005.0,2287435.0,1628430.0,1570683.0,1435231.7647058824,1829925.0,1933899.5454545454,3614166.0,3863747.031016043
210.827,16011990.0,11335450.0,5468010.0,4574870.0,3256860.0,3141366.0,2870463.529411765,3659850.0,3867799.090909091,7228332.0,6141499.062032086
224.421,17438206.76470588,17003175.0,8202015.0,6862305.0,4885290.0,4712049.0,4305695.294117647,5489775.0,5801698.636363637,10842498.0,8554270.769518716
224.588,18864423.529411763,17003175.0,10936020.0,9149740.0,6513720.0,6282732.0,5740927.05882353,7319700.0,7735598.181818182,14456664.0,10400269.977005348
238.33599999999998,20290640.29411765,18499483.125,13670025.0,11437175.0,8142150.0,7853415.0,7176158.823529412,9149625.0,9669497.727272727,18070830.0,12395899.996991977
238.479,21716857.05882353,19995791.25,16404030.0,13724610.0,9770580.0,9424098.0,8611390.588235294,10979550.0,11603397.272727273,18070830.0,14030113.416978609
252.71900000000002,23143073.82352941,21492099.375,19138035.0,16012045.0,11399010.0,10994781.0,10046622.352941178,12809475.0,13537296.818181818,19586185.3125,15815862.368215239
252.861,24569290.588235296,22988407.5,19138260.0,18299480.0,13027440.0,12565464.0,11481854.11764706,14639400.0,15471196.363636363,21101540.625,17328233.319451872
271.336,25995507.352941178,24484715.625,20658380.625,20586915.0,14655870.0,14136147.0,12917085.88235294,16469325.0,17405095.90909091,22616895.9375,18992593.833188504
271.505,27421724.11764706,25981023.75,22178501.25,20586915.0,16284300.0,15706830.0,14352317.647058824,18299250.0,19338995.454545453,24132251.25,20428210.846925132
280.408,28847940.88235294,27477331.875,23698621.875,22068913.125,17912730.0,17277513.0,15787549.411764707,20129175.0,21272895.0,25647606.5625,22012027.673161767
288.797,30274157.647058822,28973640.0,25218742.5,23550911.25,19541160.0,18848196.0,17222781.17647059,21959100.0,22703610.0,27162961.875,23545526.044852942
288.965,31700374.411764707,30469948.125,26738863.125,25032909.375,21169590.0,20418879.0,18658012.94117647,21959100.0,24134325.0,28678317.1875,24896031.916544117
301.052,33126591.17647059,31966256.25,28258983.75,26514907.5,22798020.0,21989562.0,20093244.705882356,23398798.23529412,25565040.0,30193672.5,26390507.611764707
309.746,34552807.941176474,33462564.375,29779104.375,27996905.625,24246661.76470588,23560245.0,21528476.470588237,24838496.470588237,26995755.0,31709027.8125,27867004.483455885
309.916,35979024.705882356,34958872.5,31299225.0,29478903.75,25695303.529411763,23560470.0,22963708.23529412,26278194.70588235,28426470.0,33224383.125,29186455.55514706
320.918,37405241.47058824,36455180.625,32819345.625,30960901.875,27143945.29411765,25104431.25,24398940.0,27717892.94117647,29857185.0,34739738.4375,30660280.251838237
321.059,38831458.23529412,37951488.75,34339466.25,32442900.0,28592587.05882353,26648392.5,24398940.0,29157591.17647059,31287900.0,36255093.75,31990581.772058822
529.078,40257675.0,39447796.875,35859586.875,33924898.125,30041228.82352941,28192353.75,25947666.5625,30597289.411764704,32718615.0,37770449.0625,33475755.94852941
537.775,41685205.833333336,40944105.0,37379707.5,35406896.25,31489870.588235296,29736315.0,27496393.125,32036987.647058822,34149330.0,39285804.375,34961061.53186275
537.8919999999999,43112736.666666664,40944105.0,38899828.125,36888894.375,32938512.352941178,31280276.25,29045119.6875,33476685.88235294,35580045.0,40801159.6875,36296736.30269608
556.172,44540267.5,42388579.166666664,40419948.75,38370892.5,34387154.11764706,32824237.5,30593846.25,34916384.11764706,37010760.0,42316515.0,37776858.49019607
556.253,45967798.333333336,43833053.333333336,41940069.375,39852890.625,35835795.88235294,34368198.75,32142572.8125,36356082.35294118,38441475.0,42316515.0,39105445.14644609
571.344,47395329.166666664,45277527.5,43460190.0,41334888.75,37284437.64705882,35912160.0,33691299.375,37795780.58823529,39872190.0,43744045.833333336,40576784.88602941
571.525,48822860.0,46722001.666666664,43460190.0,42816886.875,38733079.41176471,37456121.25,35240025.9375,39235478.82352941,41302905.0,45171576.666666664,41896112.56311274
582.674,50250390.83333333,48166475.833333336,44896137.5,44298885.0,40181721.17647059,39000082.5,36788752.5,40675177.058823526,42733620.0,46599107.5,43359034.99019607
582.755,51677921.666666664,49610950.0,46332085.0,44374905.0,41630362.941176474,40544043.75,38337479.0625,42114875.294117644,44164335.0,48026638.333333336,44681359.60477941
599.529,53105452.5,51055424.16666667,47768032.5,45836280.0,43079004.705882356,42088005.0,39886205.625,43554573.52941176,45595050.0,49454169.166666664,46142219.71936275
599.6080000000001,54532983.33333333,52499898.333333336,49203980.0,47297655.0,44527646.47058824,43631966.25,41434932.1875,44994271.76470588,45595050.0,50881700.0,47460008.33394607
610.34,55960514.166666664,53944372.5,50639927.5,48759030.0,45976288.23529412,45175927.5,42983658.75,46433970.0,47052176.666666664,52309230.83333333,48923509.61519607
623.42,57388045.0,55388846.66666667,52075875.0,50220405.0,47424930.0,46719888.75,44532385.3125,47802355.2631579,48509303.333333336,53736761.666666664,50379879.59923246
634.2769999999999,58815575.83333333,56833320.833333336,53511822.5,51681780.0,48777287.368421055,48263850.0,46081111.875,49170740.52631579,49966430.0,55164292.5,51826621.143640354
634.408,60243106.666666664,58277795.0,54947770.0,53143155.0,50129644.7368421,48263850.0,47629838.4375,50539125.78947368,51423556.666666664,56591823.33333333,53118966.56304824
646.028,61670637.5,59722269.16666667,56383717.5,54604530.0,51482002.10526316,49699785.0,49178565.0,51907511.05263158,52880683.333333336,58019354.166666664,54554905.48245613
646.106,63098168.33333333,61166743.333333336,57819665.0,56065905.0,52834359.47368421,51135720.0,49178565.0,53275896.315789476,54337810.0,59446885.0,55835971.74561403
658.813,64525699.166666664,62611217.5,59255612.5,57527280.0,54186716.84210526,52571655.0,50169525.0,54644281.578947365,55794936.66666667,60874415.83333333,57216134.00877193
866.576,65953230.0,64055691.66666667,60691560.0,58988655.0,55539074.21052632,54007590.0,51636133.23529412,56012666.84210526,57252063.333333336,62301946.666666664,58643861.09545924
866.671,65953230.0,65500165.833333336,62127507.5,60450030.0,56891431.578947365,55443525.0,53102741.47058824,57381052.10526316,58709190.0,63729477.5,59928835.09881321
